Synonym,Taxon
"Pisidium moitessierianum Paladilhe, 1866","Odhneripisidium moitessierianum (Paladilhe, 1866)"
"Pisidium tenuilineatum Stelfox, 1918","Odhneripisidium tenuilineatum (Stelfox, 1918)"
"Oebalia melaleuca (Meigen, 1824)","Oebalia minuta (Fallen, 1810)"
"Oebalia rufitarsis (Meigen, 1824)","Oebalia minuta (Fallen, 1810)"
"Paroecetis struckii (Klapalek, 1903)","Oecetis strucki (Klapalek, 1903)"
"Oedemera subulata Olivier, 1795","Oedemera pthysica (Scopoli, 1763)"
"Labidocarpus cristatus Lawrence, 1953","Olabidocarpus belsorum (Van Eyndhoven, 1940)"
"Oligolophus hansenii (Kraepelin, 1896)","Oligolophus hanseni (Kraepelin, 1896)"
"Oligoneuria rhenana Imhoff, 1852","Oligoneuriella rhenana (Imhoff, 1852)"
"Oligosita fuscata Soyka, 1932","Oligosita impudica Kryger, 1919"
"Oligosita nigromaculata Soyka, 1931","Oligosita pallida Kryger, 1919"
"Oligota atomaria Erichson, 1837","Oligota pusillima (Gravenhorst, 1806)"
"Schmidtiella gemmarum Rubsaamen, 1914","Oligotrophus gemmarum (Rubsaamen, 1914)"
"Laelaps placentulus Berlese, 1887","Ololaelaps placentulus (Berlese, 1887)"
"Pseudoparasitus placentulus (Berlese, 1887)","Ololaelaps placentulus (Berlese, 1887)"
"Pseudoparasitus sellnicki (Bregetova & Koroleva, 1964)","Ololaelaps sellnicki Bregetova & Koroleva, 1964"
"Hypoaspis veneta Berlese, 1904","Ololaelaps veneta (Berlese, 1904)"
"Pseudoparasitus venetus (Berlese, 1904)","Ololaelaps veneta (Berlese, 1904)"
"Omisus rezvoji (Chernovskij, 1937)","Omisus caledonicus (Edwards, 1932)"
"Ommastrephes bartrami (Lesueur, 1821)","Ommastrephes bartramii (Lesueur, 1821)"
"Sthenoteuthis bartrami (Lesueur, 1821)","Ommastrephes bartramii (Lesueur, 1821)"
"Omocestus ventralis (Zetterstedt, 1821)","Omocestus rufipes (Zetterstedt, 1821)"
"Salmo gairdneri Richardson, 1836","Oncorhynchus mykiss (Walbaum, 1792)"
"Laelaps multispinosa Banks, 1909","Ondatralaelaps multispinosa (Banks, 1909)"
"Onesia sepulchralis (Meigen, 1826)","Onesia floralis Robineau-Desvoidy, 1830"
"Onesia sepulcralis (Meigen, 1826)","Onesia floralis Robineau-Desvoidy, 1830"
"Aphorura ambulans (Linnaeus, 1758)","Onychiurus ambulans (Linnaeus, 1758)"
"Lipara ambulans (Linnaeus, 1758)","Onychiurus ambulans (Linnaeus, 1758)"
"Onychiurus circulans Gisin, 1952","Onychiurus ambulans (Linnaeus, 1758)"
"Sterna anaethetus Scopoli, 1786","Onychoprion anaethetus (Scopoli, 1786)"
"Notaspis borussicus Sellnick, 1909","Ophidiotrichus tectus (Michael, 1884)"
"Ophidonais serpentina (Muller, 1773)","Ophidonais serpentina (Muller, 1774)"
"Ophiogomphus serpentinus (Charpentier, 1825)","Ophiogomphus cecilia (Fourcroy, 1785)"
"Leiognathus lacertinus Berlese, 1892","Ophionyssus lacertinus (Berlese, 1892)"
"Dermanyssus natricis Gervais, 1844","Ophionyssus natricis (Gervais, 1844)"
"Ichoronyssus serpentium Hirst, 1915","Ophionyssus natricis (Gervais, 1844)"
"Liponyssus saurarum Oudemans, 1901","Ophionyssus saurarum (Oudemans, 1901)"
"Macronyssus saurarum (Oudemans, 1901)","Ophionyssus saurarum (Oudemans, 1901)"
"Oudemansiella saurarum (Oudemans, 1901)","Ophionyssus saurarum (Oudemans, 1901)"
"Ophiura texturata Lamarck, 1816","Ophiura ophiura (Linnaeus, 1758)"
"Harpalus diffinis (Dejean, 1829)","Ophonus diffinis Dejean, 1829"
"Ophonus nitidulus Stephens, 1828","Ophonus laticollis Mannerheim, 1825"
"Opilio ravennae Spoek, 1962","Opilio canestrinii (Thorel, 1876)"
"Opomyza nathaliae Egger, 1862","Opomyza punctata Haliday, 1833"
"Lauroppia falcata (Paoli, 1908)","Oppiella falcata (Paoli, 1908)"
"Oppia fissurata Hammer, 1952","Oppiella maritima (Willmann, 1929)"
"Damaeosoma corrugatum Berlese, 1904","Oppiella nova (Oudemans, 1902)"
"Notaspis sculptis Warburton & Pearce, 1905","Oppiella nova (Oudemans, 1902)"
"Phytoecia coerulescens (Scopoli, 1763)","Opsilia coerulescens (Scopoli, 1763)"
"Orbinia latreilli (Audouin & Milne Edwards, 1833)","Orbinia latreillii (Audouin & Milne Edwards, 1833)"
"Orbinia Orbinia sertulata (Savigny, 1820)","Orbinia sertulata (Savigny, 1820)"
"Rhynchaenus alni (Linnaeus, 1758)","Orchestes alni (Linnaeus, 1758)"
"Rhynchaenus rufus (Schrank, 1781)","Orchestes betuleti (Panzer, 1795)"
"Rhynchaenus calceatus (Germar, 1821)","Orchestes calceatus (Germar, 1821)"
"Rhynchaenus erythropus (Germar, 1821)","Orchestes erythropus (Germar, 1821)"
"Rhynchaenus fagi (Linnaeus, 1758)","Orchestes fagi (Linnaeus, 1758)"
"Rhynchaenus signifer (Creutzer, 1799)","Orchestes hortorum (Fabricius, 1793)"
"Rhynchaenus jota (Fabricius, 1787)","Orchestes iota (Fabricius, 1787)"
"Rhynchaenus pilosus (Fabricius, 1781)","Orchestes pilosus (Fabricius, 1781)"
"Rhynchaenus quercus (Linnaeus, 1758)","Orchestes quercus (Linnaeus, 1758)"
"Rhynchaenus rusci (Herbst, 1795)","Orchestes rusci (Herbst, 1795)"
"Rhynchaenus testaceus (Muller, 1776)","Orchestes testaceus (Muller, 1776)"
"Oreina rugulosa (Suffrian, 1851)","Oreina caerulea (Olivier, 1790)"
"Orfelia basalis (Winnertz, 1863)","Orfelia bicolor (Macquart, 1826)"
"Orfelia tristis (Lundstrom, 1911)","Orfelia lugubris (Zetterstedt, 1851)"
"Orfelia cincta (Winnertz, 1863)","Orfelia nemoralis (Meigen, 1818)"
"Orfelia flavipes (Meigen, 1818)","Orfelia nemoralis (Meigen, 1818)"
"Orfelia nana (Macquart, 1826)","Orfelia nemoralis (Meigen, 1818)"
"Orfelia succincta (Meigen, 1838)","Orfelia nemoralis (Meigen, 1818)"
"Orfelia infuscata (Winnertz, 1863)","Orfelia nigricornis (Fabricius, 1805)"
"Oribatella decumana Berlese, 1910","Oribatella calcarata (Koch, 1835)"
"Oribatella meridionalis Berlese, 1908","Oribatella superbula (Berlese, 1904)"
"Oribatella willmanni (Subias & Gil-Martin, 1995)","Oribatella superbula (Berlese, 1904)"
"Xenillus limburgiensis Oudemans, 1912","Oribella pectinata (Michael, 1885)"
"Ormosia cornuta (De Meijere, 1918)","Ormosia bicornis (De Meijere, 1920)"
"Ormosia uncinata (De Meijere, 1918)","Ormosia hederae (Curtis, 1835)"
"Polynema longula Forster, 1847","Ormyrus pomaceus (Geoffroy, 1785)"
"Polynema pulla Forster, 1847","Ormyrus pomaceus (Geoffroy, 1785)"
"Ornithomya viridis Latreille, 1805","Ornithomya avicularia (Linnaeus, 1758)"
"Bdellonyssus bacoti (Hirst, 1913)","Ornithonyssus bacoti (Hirst, 1913)"
"Hirstionyssus musculi Domrow, 1963","Ornithonyssus bacoti (Hirst, 1913)"
"Leiognathus bacoti Hirst, 1913","Ornithonyssus bacoti (Hirst, 1913)"
"Cryptonyssus pavlovskii Radovsky, 1969","Ornithonyssus pipistrelli (Oudemans, 1903)"
"Liponyssus pipistrelli Oudemans, 1903","Ornithonyssus pipistrelli (Oudemans, 1903)"
"Macronyssus pipistrelli (Oudemans, 1903)","Ornithonyssus pipistrelli (Oudemans, 1903)"
"Dermanyssus sylviarum Canestrini & Fanzago, 1877","Ornithonyssus sylviarum (Canestrini & Fanzago, 1877)"
"Fonsecaonyssus sylviarum (Canestrini & Fanzago, 1877)","Ornithonyssus sylviarum (Canestrini & Fanzago, 1877)"
"Lasioseius berlesei Westerboer, 1963","Orthadenella lawrencei (Evans, 1957)"
"Lasioseius frondeus Karg, 1965","Orthadenella lawrencei (Evans, 1957)"
"Neojordensia lawrencei Evans, 1957","Orthadenella lawrencei (Evans, 1957)"
"Orthagoriscicola muricata (Kryer, 1837)","Orthagoriscicola muricaus (Kryer, 1837)"
"Comasinus setiger (Beck, 1817)","Orthochaetes setiger (Beck, 1817)"
"Halarachne attenuata Banks, 1910","Orthohalarachne attenuata (Banks, 1910)"
"Halarachne reflexa Tubb, 1937","Orthohalarachne attenuata (Banks, 1910)"
"Halarachne diminuata Doetschman, 1944","Orthohalarachne diminuata (Doetschman, 1944)"
"Orthoperus punctulatus Reitter, 1876","Orthoperus rogeri Kraatz, 1874"
"Glycyphagus dispar Michael, 1886","Orycteroxenus dispar (Michael, 1886)"
"Labidophorus dispar (Michael, 1886)","Orycteroxenus dispar (Michael, 1886)"
"Labidophorus soricis Oudemans, 1915","Orycteroxenus soricis (Oudemans, 1915)"
"Oscinella fumipennis (Meigen, 1830)","Oscinella frit (Linnaeus, 1758)"
"Oscinella nigrita (Meigen, 1838)","Oscinella frit (Linnaeus, 1758)"
"Oscinella albiseta (Meigen, 1830)","Oscinella maura (Fallen, 1820)"
"Oscinimorpha hollandica (Duda, 1932)","Oscinimorpha albisetosa (Duda, 1932)"
"Osmia rufa (Linnaeus, 1758)","Osmia bicornis (Linnaeus, 1758)"
"Osmia fulviventris (Panzer, 1798)","Osmia niveata (Fabricius, 1804)"
"Oswaldia sordidisquama (Zetterstedt, 1844)","Oswaldia muscaria (Fallen, 1810)"
"Oswaldia wulpii Brauer & von Bergenstamm, 1891","Oswaldia muscaria (Fallen, 1810)"
"Othius myrmecophilus Kiesenwetter, 1843","Othius subuliformis Stephens, 1833"
"Maera othonis (Milne Edwards, 1830)","Othomaera othonis (Milne Edwards, 1830)"
"Otiorhynchus apenninus Stierlin, 1883","Otiorhynchus armadillo (Rossi, 1792)"
"Otiorhynchus frisius Schneider, 1896","Otiorhynchus ligneus (Olivier, 1807)"
"Otiorhynchus liguricus Apfelbeck, 1897","Otiorhynchus pseudonothus Apfelbeck, 1897"
"Otiorhynchus salicicola Heyden, 1908","Otiorhynchus pseudonothus Apfelbeck, 1897"
"Otiorhynchus lugdunensis Boheman, 1843","Otiorhynchus tenebricosus (Herbst, 1784)"
"Sarcoptes cynotis Hering, 1838","Otodectes cynotis (Hering, 1838)"
"Oulema gallaeciana (Heyden, 1870)","Oulema obscura (Stephens, 1831)"
"Frontipoda carpenteri (Halbert, 1911)","Oxus carpenteri (Halbert, 1911)"
"Frontipoda musculus (Muller, 1776)","Oxus musculus (Muller, 1776)"
"Oxycera formosa Meigen, 1822","Oxycera nigricornis Olivier, 1812"
"Oxycera pulchella Meigen, 1822","Oxycera rara (Scopoli, 1763)"
"Oxyna proboscidea (Loew, 1844)","Oxyna nebulosa (Wiedemann, 1817)"
"Oxyna pantherina (Fallen, 1820)","Oxyna parietina (Linnaeus, 1758)"
"Agonum obscurum (Herbst, 1784)","Oxypselaphus obscurus (Herbst, 1784)"
"Apion pseudocerdo Dieckmann, 1971","Oxystoma dimidiatum (Desbrochers, 1897)"
"Ozirhincus chrysanthemi (Loew, 1850)","Ozirhincus longicollis Rondani, 1840"
"Ozirhincus crassipes (Winnertz, 1853)","Ozirhincus longicollis Rondani, 1840"
"Ozirhincus tanaceti (Kieffer, 1889)","Ozirhincus longicollis Rondani, 1840"
"Oxyptila atomaria (Panzer, 1801)","Ozyptila atomaria (Panzer, 1801)"
"Oxyptila brevipes (Hahn, 1826)","Ozyptila brevipes (Hahn, 1826)"
"Oxyptila claveata (Walckenaer, 1837)","Ozyptila claveata (Walckenaer, 1837)"
"Ozyptila nigrita Thorell, 1875","Ozyptila claveata (Walckenaer, 1837)"
"Oxyptila praticola (Koch, 1837)","Ozyptila praticola (Koch, 1837)"
"Oxyptila pullata (Thorell, 1875)","Ozyptila pullata (Thorell, 1875)"
"Oxyptila sanctuaria (Cambridge, 1871)","Ozyptila sanctuaria (Cambridge, 1871)"
"Oxyptila scabricula (Westring, 1851)","Ozyptila scabricula (Westring, 1851)"
"Oxyptila simplex (Cambridge, 1862)","Ozyptila simplex (Cambridge, 1862)"
"Oxyptila trux (Blackwall, 1846)","Ozyptila trux (Blackwall, 1846)"
"Oxyptila westringi (Thorell, 1873)","Ozyptila westringi (Thorell, 1873)"
"Cryptostemma waltli (Fieber, 1860)","Pachycoleus waltli (Fieber, 1860)"
"Thieliana navis (Millard, 1959)","Pachycordyle navis (Millard, 1959)"
"Pachylaelaps troglophilus Willmann, 1940","Pachylaelaps magnus Halbert, 1915"
"Gamasus pectinifer G. & R. Canestrini, 1881","Pachylaelaps pectinifer (G. & R. Canestrini, 1881)"
"Pachylaelaps lindrothi Sellnick, 1940","Pachylaelaps pectinifer (G. & R. Canestrini, 1881)"
"Pachymerus lineaticollis (Pic, 1906)","Pachymerus lineatocollis (Pic, 1906)"
"Judolia cerambyciformis (Schrank, 1781)","Pachytodes cerambyciformis (Schrank, 1781)"
"Pagurus cuanensis Bell, 1845","Pagurus cuanensis Bell, 1846"
"Pagurus sculptimanus Lucas, 1846","Pagurus forbesii Bell, 1846"
"Pagurus prideauxi Leach, 1815","Pagurus prideaux Leach, 1815"
"Palaeacarus gallicus Grandjean, 1932","Palaeacarus hystrinicus Tragardh, 1932"
"Palaemonetes varians (Leach, 1814)","Palaemon varians (Leach, 1814)"
"Pales cilipeda (Rondani, 1859)","Pales pavida (Meigen, 1824)"
"Pales opulenta (Herting, 1980)","Pales processioneae (Ratzeburg, 1840)"
"Palloptera parallela Loew, 1858","Palloptera modesta (Meigen, 1830)"
"Palloptera arcuata (Fabricius, 1781)","Palloptera quinquemaculata (Macquart, 1835)"
"Palloptera campta Czerny, 1934","Palloptera quinquemaculata (Macquart, 1835)"
"Palloptera trimaculata (Meigen, 1826)","Palloptera trimacula (Meigen, 1826)"
"Palpomyia longicornis Kieffer, 1919","Palpomyia csiskii Remm, 1981"
"Palpomyia ephippium (Zetterstedt, 1855)","Palpomyia distincta (Haliday, 1833)"
"Palpomyia semifumosa Goetghebuer, 1922","Palpomyia flavipes (Meigen, 1804)"
"Palpomyia ferruginea (Meigen, 1830)","Palpomyia fulva (Macquart, 1826)"
"Palpomyia cinerea (Macquart, 1826)","Palpomyia lineata (Meigen, 1804)"
"Palpomyia edwardsi De Meijere, 1946","Palpomyia lineata (Meigen, 1804)"
"Palpomyia laticollis Goetghebuer, 1922","Palpomyia tibialis (Meigen, 1818)"
"Pamphilius viridipes Van Achterberg & van Aartsen, 1986","Pamphilius albopictus (Thomson, 1871)"
"Pamphilius nigricornis (Snellen van Vollenhoven, 1858)","Pamphilius sylvarum (Stephens, 1835)"
"Oligonychus muscorum Oudemans, 1929","Panonychus ulmi (Koch, 1836)"
"Aulops alpina (Rambur, 1842)","Panorpa alpina Rambur, 1842"
"Oribella paolii (Oudemans, 1913)","Pantelozetes paolii (Oudemans, 1913)"
"Parablastothrix vespertinus Mercet, 1921","Parablastothrix montana Erdos, 1955"
"Neobrachiella bispinosa (Von Nordmann, 1832)","Parabrachiella bispinosa (Von Nordmann, 1832)"
"Neobrachiella rostrata (Kryer, 1837)","Parabrachiella rostrata (Kryer, 1837)"
"Brachypoda modesta Koenike, 1911","Parabrachypoda modesta (Koenike, 1911)"
"Eugamasus furcatus G. & R. Canestrini, 1882","Paracarpais furcatus (G. & R. Canestrini, 1882)"
"Parasitus evertsi Oudemans, 1902","Paracarpais furcatus (G. & R. Canestrini, 1882)"
"Parachironomus longiforceps (Kieffer, 1921)","Parachironomus frequens (Johannsen, 1905)"
"Parachironomus arcuatus (Goetghebuer, 1919)","Parachironomus gracilior (Kieffer, 1918)"
"Parachironomus littorellus (Goetghebuer, 1931)","Parachironomus mauricii (Kruseman, 1933)"
"Parachironomus unicolor (Van der Wulp, 1859)","Parachironomus monochromus (Van der Wulp, 1874)"
"Parachironomus baciliger (Kieffer, 1921)","Parachironomus tenuicaudatus (Malloch, 1915)"
"Paracladopelma laminata (Kieffer, 1921)","Paracladopelma laminatum (Kieffer, 1921)"
"Paracladopelma nigritula (Goetghebuer, 1942)","Paracladopelma nigritulum (Goetghebuer, 1942)"
"Corymbia fulva (De Geer, 1775)","Paracorymbia fulva (De Geer, 1775)"
"Paracrocera borealis (Zetterstedt, 1838)","Paracrocera orbicula (Fabricius, 1787)"
"Acarus geniculatus Johnston, 1849","Paradamaeus clavipes (Hermann, 1804)"
"Damaeus nodipes Koch, 1839","Paradamaeus clavipes (Hermann, 1804)"
"Paradelphomyia selenis (Haliday, 1833)","Paradelphomyia senilis (Haliday, 1833)"
"Pergamasus integer Bhattacharyya, 1963","Paragamasus integer (Bhattacharyya, 1963)"
"Lysigamasus lapponicus (Tragardh, 1910)","Paragamasus lapponicus (Tragardh, 1910)"
"Pergamasus lapponicus Tragardh, 1910","Paragamasus lapponicus (Tragardh, 1910)"
"Lysigamasus parrunciger (Bhattacharyya, 1963)","Paragamasus parrunciger (Bhattacharyya, 1963)"
"Pergamasus parrunciger Bhattacharyya, 1963","Paragamasus parrunciger (Bhattacharyya, 1963)"
"Pergamasus runciger Berlese, 1904","Paragamasus runciger (Berlese, 1904)"
"Pergamasus schweitzeri Bhattacharyya, 1963","Paragamasus schweitzeri (Bhattacharyya, 1963)"
"Lysigamasus truncus (Schweizer, 1961)","Paragamasus truncus Schweizer, 1961"
"Parasitus wasmanni Oudemans, 1902","Paragamasus wasmanni (Oudemans, 1902)"
"Paralimnophyes hydrophilus (Goetghebuer, 1921)","Paralimnophyes longiseta (Thienemann, 1919)"
"Chydorus piger Sars, 1862","Paralona pigra (Sars, 1862)"
"Paramerina pygmaea (Van der Wulp, 1874)","Paramerina cingulata (Walker, 1856)"
"Paranais litoralis (Muller, 1784)","Paranais litoralis (Muller, 1780)"
"Pteroptus rhinolophinus Koch, 1841","Paraperiglischrus rhinolophinus (Koch, 1841)"
"Mosotalesus impressus (Fabricius, 1793)","Paraphotistus impressus (Fabricius, 1793)"
"Mosotalesus nigricornis (Panzer, 1799)","Paraphotistus nigricornis (Panzer, 1799)"
"Sagitta setosa Muller, 1847","Parasagitta setosa (Muller, 1847)"
"Parascythopus exsulans Heijerman & Magnano, 2000","Parascythopus intrusus (Kono, 1948)"
"Paraseiulus incognitus Wainstein & Arutyunyan, 1967","Paraseiulus soleiger (Ribaga, 1902)"
"Paraseiulus xinigensis Chen & Chu, 1980","Paraseiulus soleiger (Ribaga, 1902)"
"Seiulus soleiger Ribaga, 1904","Paraseiulus soleiger (Ribaga, 1902)"
"Typhlodromus trimediosetus Xin, Liang & Ke, 1980","Paraseiulus soleiger (Ribaga, 1902)"
"Paraseiulus ostiolatus Athias-Henriot, 1978","Paraseiulus talbii (Athias-Henriot, 1960)"
"Paraseiulus subsoleiger Wainstein, 1962","Paraseiulus talbii (Athias-Henriot, 1960)"
"Typhlodromus amaliae Ragusa & Swirski, 1976","Paraseiulus talbii (Athias-Henriot, 1960)"
"Typhlodromus talbii Athias-Henriot, 1960","Paraseiulus talbii (Athias-Henriot, 1960)"
"Typhlodromus tetramedius Zaher & Shehata, 1970","Paraseiulus talbii (Athias-Henriot, 1960)"
"Typhlodromus triporus Chant & Shaul, 1982","Paraseiulus triporus (Chant & Shaul, 1982)"
"Parasitus crinitosimilis Vitzthum, 1930","Parasitellus crinitus (Oudemans, 1903)"
"Parasitus crinitus Oudemans, 1903","Parasitellus crinitus (Oudemans, 1903)"
"Parasitus dubiosus Vitzthum, 1930","Parasitellus crinitus (Oudemans, 1903)"
"Parasitus talparum Oudemans, 1913","Parasitellus talparum (Oudemans, 1913)"
"Gamasus americanus Berlese, 1906","Parasitus americanus (Berlese, 1906)"
"Phorytocarpais americanus (Berlese, 1906)","Parasitus americanus (Berlese, 1906)"
"Acarus coleoptratorum Linneaus, 1758","Parasitus coleoptratorum (Linneaus, 1758)"
"Gamasodes fucorum Oudemans & Voigts, 1904","Parasitus coleoptratorum (Linneaus, 1758)"
"Parasitus bremensis Oudemans & Voigts, 1904","Parasitus coleoptratorum (Linneaus, 1758)"
"Parasitus eta Oudemans & Voigts, 1904","Parasitus distinctus Berlese, 1903"
"Gamasus fimetorum Berlese, 1904","Parasitus fimetorum (Berlese, 1904)"
"Parasitus affinis Oudemans, 1904","Parasitus fimetorum (Berlese, 1904)"
"Gamasus hortivagus Berlese, 1903","Parasitus hortivagus (Berlese, 1903)"
"Eugamasus hyalinus Willmann, 1949","Parasitus hyalinus (Willmann, 1949)"
"Eugamasus ferox Tragardh, 1910 sensu Turk & Turk, 1952","Parasitus loricatus (Wankel, 1861)"
"Gamasus anglicus Hull, 1918","Parasitus loricatus (Wankel, 1861)"
"Gamasus crassus Kramer, 1876","Parasitus loricatus (Wankel, 1861)"
"Gamasus loricatus Wankel, 1861","Parasitus loricatus (Wankel, 1861)"
"Gamasus niveus Wankel, 1861","Parasitus loricatus (Wankel, 1861)"
"Eugamasus cornutus G. & R. Canestrini, 1882","Parasitus lunulatus (Mueller, 1859)"
"Eugamasus epsilon Oudemans & Voigt, 1904","Parasitus lunulatus (Mueller, 1859)"
"Parasitus cornutus Oudemans, 1902","Parasitus lunulatus (Mueller, 1859)"
"Porrhostaspis lunulata Mueller, 1859","Parasitus lunulatus (Mueller, 1859)"
"Gamasus mammillatus Berlese, 1904","Parasitus mammillatus (Berlese, 1904)"
"Gamasus monticolus Berlese, 1906","Parasitus monticolus (Berlese, 1906)"
"Gamasus neglectus Berlese, 1903","Parasitus neglectus (Berlese, 1903)"
"Eugamasus triramosus Leitner, 1946","Parasitus triramosus (Leitner, 1946)"
"Vulgarogamasus triramosus (Leitner, 1946)","Parasitus triramosus (Leitner, 1946)"
"Sechellobolus dictyonotus (Latzel, 1895)","Paraspirobolus lucifugus (Gervais, 1836)"
"Achaearanea lunata (Clerck, 1757)","Parasteatoda lunata (Clerck, 1757)"
"Achaearanea simulans (Thorell, 1875)","Parasteatoda simulans (Thorell, 1875)"
"Achaearanea tepidariorum (Koch, 1841)","Parasteatoda tepidariorum (Koch, 1841)"
"Paratanytarsus confusus Palmen, 1960","Paratanytarsus dissimilis (Johannsen, 1905)"
"Paratanytarsus nigrofasciatus (Goetghebuer, 1921)","Paratanytarsus intricatus (Goetghebuer, 1921)"
"Paratanytarsus abdominalis (Staeger, 1839)","Paratanytarsus laetipes (Zetterstedt, 1850)"
"Paratanytarsus danicus (Van der Wulp, 1874)","Paratanytarsus laetipes (Zetterstedt, 1850)"
"Paratendipes albitibia (Kieffer, 1922)","Paratendipes albimanus (Meigen, 1818)"
"Paratendipes intermedius Chernovskij, 1949","Paratendipes nubilus (Meigen, 1830)"
"Paratendipes transcaucasicus Chernovskij, 1949","Paratendipes nudisquama (Edwards, 1929)"
"Parathalestris harpacticoides (Claus, 1863)","Parathalestris harpactoides (Claus, 1863)"
"Thyas barbigera Viets, 1908","Parathyas barbigera (Viets, 1908)"
"Thyas dirempta Koenike, 1912","Parathyas dirempta (Koenike, 1912)"
"Thyas pachystoma Koenike, 1914","Parathyas pachystoma (Koenike, 1914)"
"Thyas palustris Koenike, 1912","Parathyas palustris (Koenike, 1912)"
"Trizerconoides radiatus (Berlese, 1910)","Parazercon radiatus (Berlese, 1914)"
"Zercon radiatus Berlese, 1914","Parazercon radiatus (Berlese, 1914)"
"Paregle ruficeps (Meigen, 1826)","Paregle audacula (Harris, 1870)"
"Paregle spreta (Meigen, 1826)","Paregle audacula (Harris, 1870)"
"Porricondyla argentifera De Meijere, 1906","Parepidosis argentifera (De Meijere, 1906)"
"Porricondyla venusta (Winnertz, 1853)","Parepidosis venustior Gagne, 2004"
"Exogone hebes (Webster et Benedict, 1884)","Parexogone hebes (Webster et Benedict, 1884)"
